event_code, primary_location, direction, extent, diversion_advice, ltn, rds_cc, length_route_affected, speed_limit_advice, quantifier, supplementary_info, additional_event, detailed_diversion_instructions, destinations, cross_linkage_to_source_problem, start_unix_time, stop_unix_time, iso_cc, latitude, longitude, activate_unix_time, expire_unix_time, geocoded_location_list, iid, duration, control_code, separator, information_category
2049,12578,0,1,0,10,12,65535,47,65535,65535,65535,4294967295,4294967295,4294967295,0,0,CN,29.10726,119.66637,1392188400,1392190200, ,0x79e4c9556ab4b3bd60ec6f707a9920a0,1,65535,255,218
2050,12582,1,1,0,10,12,65535,38,65535,65535,65535,4294967295,4294967295,4294967295,0,0,CN,29.15124,119.70351,1392188400,1392190200, ,0x20e4027f98c75341c616fdde7444b58a,1,65535,255,218
2050,12583,0,1,0,10,12,65535,35,65535,65535,65535,4294967295,4294967295,4294967295,0,0,CN,29.15493,119.71514,1392188400,1392190200, ,0x8a1677e6daf4506f414aacd6d28c240b,1,65535,255,218
2050,12588,0,1,0,10,12,65535,30,65535,65535,65535,4294967295,4294967295,4294967295,0,0,CN,29.06613,119.72488,1392188400,1392190200, ,0xb4f2595896aace4af2559cc15bceda10,1,65535,255,218
2050,12593,1,1,0,10,12,65535,37,65535,65535,65535,4294967295,4294967295,4294967295,0,0,CN,29.12434,119.63871,1392188400,1392190200, ,0x9ee93f718931df341c4bc9e5d65a0047,1,65535,255,218
2050,12593,0,1,0,10,12,65535,39,65535,65535,65535,4294967295,4294967295,4294967295,0,0,CN,29.12434,119.63871,1392188400,1392190200, ,0x7b0061aa21972abe6c5519a98111a501,1,65535,255,218
2050,12596,1,1,0,10,12,65535,40,65535,65535,65535,4294967295,4294967295,4294967295,0,0,CN,29.12672,119.6466,1392188400,1392190200, ,0x83a05c75ab0859b78dc0ade95940c113,1,65535,255,218
2050,12597,1,1,0,10,12,65535,40,65535,65535,65535,4294967295,4294967295,4294967295,0,0,CN,29.12769,119.65298,1392188400,1392190200, ,0x89ee1bb59c8d0d8c25e4af8b5cfc7608,1,65535,255,218
2050,12597,0,1,0,10,12,65535,29,65535,65535,65535,4294967295,4294967295,4294967295,0,0,CN,29.12769,119.65298,1392188400,1392190200, ,0x2105e0456572f583701c071cdce3611f,1,65535,255,218
2050,12600,1,1,0,10,12,65535,31,65535,65535,65535,4294967295,4294967295,4294967295,0,0,CN,29.12817,119.66526,1392188400,1392190200, ,0xb484f2123094bd725be4f644045ed9c0,1,65535,255,218
2049,12601,1,1,0,10,12,65535,31,65535,65535,65535,4294967295,4294967295,4294967295,0,0,CN,29.12802,119.67241,1392188400,1392190200, ,0x1be2e1dc0e8fd2ca83bec740f58fb231,1,65535,255,218
2050,12601,0,1,0,10,12,65535,30,65535,65535,65535,4294967295,4294967295,4294967295,0,0,CN,29.12802,119.67241,1392188400,1392190200, ,0x6a4008ce0e6dd4d9e0d44215c81a088d,1,65535,255,218
2050,12603,1,1,0,10,12,65535,40,65535,65535,65535,4294967295,4294967295,4294967295,0,0,CN,29.11993,119.63985,1392188400,1392190200, ,0x4ea0a6733474dfc2bc209b808749297a,1,65535,255,218
2049,12603,0,1,0,10,12,65535,31,65535,65535,65535,4294967295,4294967295,4294967295,0,0,CN,29.11993,119.63985,1392188400,1392190200, ,0x67088460233911ec6b6d766814f650b9,1,65535,255,218
2050,12607,1,1,0,10,12,65535,46,65535,65535,65535,4294967295,4294967295,4294967295,0,0,CN,29.12321,119.65314,1392188400,1392190200, ,0xe48ca4e187232e7b996cc442bd8c642f,1,65535,255,218
2050,12608,0,1,0,10,12,65535,37,65535,65535,65535,4294967295,4294967295,4294967295,0,0,CN,29.12307,119.66398,1392188400,1392190200, ,0xc0e67c44399ffce0f252d563042d0bdb,1,65535,255,218
