CID;LID;NID;NTRANSLATION
59;3;1568;Middle Ring Inside Ring
59;2;1569;jun gong lu li jiao (min xing lu di mian fang xiang)
59;3;1569;Jungong Rd Jct (Minxingludimianfangxiang)
59;2;1626;dong men lu
59;3;1626;Dongmen Rd
59;2;1640;nei huan gao jia wai ce za dao
59;3;1640;Inner Ring Viad Outside Ramp
59;2;1650;zhong yuan lu
59;3;1650;Zhongyuan Rd
59;2;1652;guo wei lu
59;3;1652;Guowei Rd
59;2;1672;pu cheng lu
59;3;1672;Pucheng Rd
59;2;1675;shi bu jie
59;3;1675;Shibu St
59;2;1680;yan an dong lu sui dao
59;3;1680;Yan'andonglu Tunl
59;2;1681;bai bu jie
59;3;1681;Baibu St
59;2;1683;zhong chun lu
59;3;1683;Zhongchun Rd
59;2;1701;nan liu gong lu
59;3;1701;Nanliu Hwy
59;2;1702;chuan sha lu
59;3;1702;Chuansha Rd
59;2;1703;chuan nan feng gong lu
59;3;1703;Chuannanfeng Hwy
59;2;1705;hua zhou lu
59;3;1705;Huazhou Rd
59;2;1706;pu dong guo ji ji chang
59;3;1706;Pudongguojijichang
59;2;1708;fu xing zhong lu
59;3;1708;Fuxing Rd (M)
59;2;1711;bao chang lu
59;3;1711;Baochang Rd
59;2;1712;dong bao xing lu
59;3;1712;E Baoxing Rd
59;2;1716;xian xia lu
59;3;1716;Xianxia Rd
59;2;1717;xin yu lu
59;3;1717;Xinyu Rd
59;2;1720;zhe jiang zhong lu
59;3;1720;Zhejiang Rd (M)
59;2;1721;he nan zhong lu
59;3;1721;He'nan Rd (M)
59;2;1722;si chuan zhong lu
59;3;1722;Sichuan Rd (M)
59;2;1724;nan bei gao jia xi ce bei jing xi lu shang za dao
59;3;1724;Nanbei Viad W Beijing Rd (W) Entrance Ramp
59;2;1726;wan hang du lu
59;3;1726;Wanhangdu Rd
59;2;1727;jiao zhou lu
59;3;1727;Jiaozhou Rd
59;2;1728;chang de lu
59;3;1728;Changde Rd
59;2;1729;shan xi bei lu
59;3;1729;Shanxi Rd (N)
59;2;1730;jiang ning lu
59;3;1730;Jiangning Rd
59;2;1731;shi men er lu
59;3;1731;Shimen Rd (No.2)
59;2;1732;cheng du bei lu
59;3;1732;Chengdu Rd (N)
59;2;1735;jian he lu
59;3;1735;Jianhe Rd
59;2;1737;cao an gong lu wai huan gao su gong lu nei ce ru kou za dao
59;3;1737;Caoan Hwy Outer Ring Hwy Inside Entrance Ramp
59;2;1738;cao an gong lu wai huan gao su gong lu wai ce ru kou za dao
59;3;1738;Caoan Hwy Outer Ring Hwy Outside Entrance Ramp
59;2;1740;qi lian shan nan lu
59;3;1740;Qilianshan Rd (S)
59;2;1743;ning xia lu
59;3;1743;Ningxia Rd
59;2;1744;zhong shan bei lu
59;3;1744;Zhongshan Rd (N)
59;2;1745;wu ning lu
59;3;1745;Wuning Rd
59;2;1746;tong chuan lu
59;3;1746;Tongchuan Rd
59;2;1747;chao zhou lu
59;3;1747;Chaozhou Rd
59;2;1749;hu min gao jia dong ce cao bao lu shang za dao
59;3;1749;Humin Viad E Caobao Rd Entrance Ramp
59;2;1752;zhong huan nei ce cao bao lu shang za dao
59;3;1752;Middle Ring Inside Caobao Rd Entrance Ramp
59;2;1753;zhong huan wai ce cao bao lu shang za dao
59;3;1753;Middle Ring Outside Caobao Rd Entrance Ramp
59;2;1755;xin zhen lu
59;3;1755;Xinzhen Rd
59;2;1757;xing dong lu
59;3;1757;Xingdong Rd
59;2;1758;long ming lu
59;3;1758;Longming Rd
59;2;1759;lian hua lu
59;3;1759;Lianhua Rd
59;2;1760;zhong huan lu
59;3;1760;Middle Ring Rd
59;2;1761;gui ping lu
59;3;1761;Guiping Rd
59;2;1762;hong cao lu
59;3;1762;Hongcao Rd
59;2;1763;gui lin lu
59;3;1763;Guilin Rd
59;2;1764;liu zhou lu
59;3;1764;Liuzhou Rd
59;2;1765;qin zhou lu
59;3;1765;Qinzhou Rd
59;2;1768;ling ling lu
59;3;1768;Lingling Rd
59;2;1769;nan dan dong lu
59;3;1769;Nandan Rd (E)
59;2;1772;hu min gao jia xi ce cao xi li jiao ru kou za dao
59;3;1772;Humin Viad W Caoxi Jct Entrance Ramp
59;2;1773;nei huan gao jia nei quan cao xi li jiao ru kou za dao
