CID;LID;NID;NTRANSLATION
513;3;1635;Liangui South Rd
513;2;1656;cao tang bei lu
513;3;1656;Caotang North Rd
513;2;1659;qing long xiang
513;3;1659;Qinglong Ln
513;2;1662;shang cheng cheng du hua yuan
513;3;1662;Shangcheng Chengdu Garden
513;2;1663;dong po lu
513;3;1663;Dongpo Rd
513;2;1665;bei sen lu
513;3;1665;Beisen Rd
513;2;1666;qing jiang zhong lu
513;3;1666;Qingjiang Middle Rd
513;2;1667;shuang jin lu
513;3;1667;Shuangjin Rd
513;2;1668;jin sha yi zhi lu
513;3;1668;Jinshayizhi Rd
513;2;1671;huan hua bei lu
513;3;1671;Huanhua North Rd
513;2;1683;shuang qing nan lu
513;3;1683;Shuangqing South Rd
513;2;1698;wu xing lu
513;3;1698;Wuxing Rd
513;2;1701;xiao jia cun san xiang
513;3;1701;Xiaojiacunsan Ln
513;2;1704;xing hui xi lu
513;3;1704;Xinghui West Rd
513;2;1705;cheng hua jie
513;3;1705;Chenghua St
513;2;1710;yan dao jie
513;3;1710;Yandao St
513;2;1713;lin yin jie
513;3;1713;Linyin St
513;2;1714;xiao tian zhu jie
513;3;1714;Xiaotianzhu St
513;2;1717;tong zi lin bei lu
513;3;1717;Tongzilin North Rd
513;2;1722;li hua jie
513;3;1722;Lihua St
513;2;1730;wen shu yuan jie
513;3;1730;Wenshuyuan St
513;2;1742;sha he yuan dong lu
513;3;1742;Shaheyuan East Rd
513;2;1748;sai yun tai dong yi lu
513;3;1748;Saiyuntaidongyi Rd
513;2;1750;san he da dao
513;3;1750;Sanhe Blvd
513;2;1751;xin du gong ye da dao dong duan
513;3;1751;Xindugongyedadaodongduan
513;2;1757;rui xing lu
513;3;1757;Ruixing Rd
513;2;1758;rui nan jie
513;3;1758;Ruinan St
513;2;1763;he bin lu
513;3;1763;Hebin Rd
513;2;1766;dong jiao chang jie
513;3;1766;Dongjiaochang St
513;2;1791;su po dong lu
513;3;1791;Supo East Rd
513;2;1792;shu han lu
513;3;1792;Shuhan Rd
513;2;1817;sha wan dong er lu
513;3;1817;Shawandonger Rd
513;2;1822;he jia nian
513;3;1822;Hejianian
513;2;1823;XA37
513;3;1823;XA37
513;2;1824;mi tuo si
513;3;1824;Mituo Temple
513;2;1827;qing shi qiao bei jie
513;3;1827;Qingshiqiao North St
513;2;1835;xi an nan lu
513;3;1835;Xi'an South Rd
513;2;1841;xing fu lu xi duan
513;3;1841;Xingfuluxiduan
513;2;1843;shu guang lu
513;3;1843;Shuguang Rd
513;2;1844;tong he lu
513;3;1844;Tonghe Rd
513;2;1853;shu zu lu
513;3;1853;Shuzu Rd
513;2;1854;shuang sha lu
513;3;1854;Shuangsha Rd
513;2;1855;shuang shui nian jie
513;3;1855;Shuangshuinian St
513;2;1860;shuang lin zhong heng lu
513;3;1860;Shuanglin Middle Rd
513;2;1863;shuang nan jie
513;3;1863;Shuangnan St
513;2;1866;yong ping lu
513;3;1866;Yongping Rd
513;2;1882;shuang hua nan lu
513;3;1882;Shuanghua South Rd
513;2;1883;jing hua bei lu
513;3;1883;Jinghua North Rd
513;2;1889;gu zhong shi jie
513;3;1889;Guzhongshi St
513;2;1891;dong da tong jie
513;3;1891;E Datong St
513;2;1894;lian gui xi lu
513;3;1894;Liangui West Rd
513;2;1901;shuang xin bei lu
513;3;1901;Shuangxin North Rd
513;2;1904;dong tong shun jie
513;3;1904;E Tongshun St
513;2;1908;zhong lie ci dong jie
513;3;1908;Zhonglieci East St
513;2;1926;dao sang shu jie
513;3;1926;Daosangshu St
513;2;1934;huang yuan dong jie
513;3;1934;Huangyuan East St
513;2;1939;wen miao qian jie
513;3;1939;Wenmiao Front St
513;2;1947;xi bei qiao he bian jie
513;3;1947;Xibeiqiaohebian St
513;2;1948;bai ma si jie
513;3;1948;Baimasi St
513;2;1956;wu hou ci dong jie
513;3;1956;Wuhouci East St
513;2;1975;shang du lu
513;3;1975;Shangdu Rd
513;2;1980;lu dao lu
513;3;1980;Ludao Rd
513;2;1981;long xiang lu
513;3;1981;Longxiang Rd
513;2;1992;xi yu he yan jie
513;3;1992;Xiyuheyan St
513;2;1997;di kang da dao
513;3;1997;Dikang Blvd
513;2;2009;xi mian qiao dong yi jie
