CID;LID;NID;NTRANSLATION
511;3;299;Huixin Ln
511;2;300;he ping jie
511;3;300;Heping St
511;2;301;jian gang lu
511;3;301;Jian'gang Rd
511;2;302;san ya he xi lu
511;3;302;Sanyahe West Rd
511;2;303;xue yuan lu
511;3;303;Xueyuan Rd
511;2;304;lin chun he lu
511;3;304;Linchunhe Rd
511;2;305;shang pin jie yi xiang
511;3;305;Shangpinjieyi Ln
511;2;306;gang men shang cun lu
511;3;306;Gangmenshangcun Rd
511;2;307;tie lu tong dao
511;3;307;Tielutong Ave
511;2;308;tie lu bei lu
511;3;308;Tielu North Rd
511;2;309;tie lu zhong lu
511;3;309;Tielu Middle Rd
511;2;310;wen ming lu
511;3;310;Wenming Rd
511;2;311;he ping lu
511;3;311;Heping Rd
511;2;312;sheng li lu
511;3;312;Shengli Rd
511;2;314;ya long wan lu
511;3;314;Yalongwan Rd
511;2;315;G223
511;3;315;G223
511;2;316;hua yu huang guan hui guan bie shu
511;3;316;Huayuhuangguanhuiguanbieshu
511;2;317;liu pan lu
511;3;317;Liupan Rd
511;2;320;G223 zhi ji yang da dao
511;3;320;G223 to Jiyang Blvd
511;2;321;ji yang da dao
511;3;321;Jiyang Blvd
511;2;322;huan cheng lu
511;3;322;Huancheng Rd
511;2;323;dong man lu
511;3;323;Dongman Rd
511;2;326;san ya da qiao
511;3;326;Sanya Brg
511;2;327;lu ling lu
511;3;327;Luling Rd
511;2;328;hai yun lu
511;3;328;Haiyun Rd
511;2;329;li zhi shan zhuang
511;3;329;Lizhishanzhuang
511;2;330;ji yang zhen yu hong cun min wei yuan hui
511;3;330;Jiyangzhenyuhongcunminweiyuanhui
511;2;331;luo bi xiao xue
511;3;331;Luobixiaoxue
511;2;332;yin he
511;3;332;Yinhe
511;2;333;san ya xue yuan gong jiao che zhan
511;3;333;Sanyaxueyuangongjiaochezhan
511;2;335;xue yuan lu zhi X820
511;3;335;Xueyuan Rd to X820
511;2;336;xin yue lu
511;3;336;Xinyue Rd
511;2;337;chun guang lu
511;3;337;Chunguang Rd
511;2;338;lan hai bin he cheng shi hua yuan san qu
511;3;338;Lanhaibinhechengshihuayuansanqu
511;2;339;rong gen lu
511;3;339;Ronggen Rd
511;2;340;lin chun he lu san xiang
511;3;340;Linchunhelusan Ln
511;2;341;shang pin jie
511;3;341;Shangpin St
511;2;342;gang men shang cun yi lu
511;3;342;Gangmenshangcunyi Rd
511;2;343;gang men cun shang cun lu
511;3;343;Gangmencunshangcun Rd
511;2;344;gang men cun er lu
511;3;344;Gangmencuner Rd
511;2;345;yue jin jie
511;3;345;Yuejin St
511;2;346;tie lu nan guang ming duan
511;3;346;Tielu'nanguangmingduan
511;2;347;nan bian hai lu
511;3;347;Nanbianhai Rd
511;2;348;lu hui tou hai jing da dao
511;3;348;Luhuitouhaijing Blvd
511;2;349;lu ming lu
511;3;349;Luming Rd
511;2;350;ben ben yu gong yu
511;3;350;Benbenyugongyu
511;2;351;yu cun lu
511;3;351;Yucun Rd
511;2;352;san ya jian hua wen xin hai jing bin guan
511;3;352;Sanyajianhuawenxinhaijingbinguan
511;2;353;yu cun lu si xiang
511;3;353;Yucunlusi Ln
511;2;354;xiao dong hai lu
511;3;354;Xiaodonghai Rd
511;2;355;hai hua lu
511;3;355;Haihua Rd
511;2;356;dong hai lu
511;3;356;Donghai Rd
511;2;357;ban shan ban dao
511;3;357;Banshanbandao
511;2;358;lu hui tou lu
511;3;358;Luhuitou Rd
511;2;359;kai xin guo you er yuan
511;3;359;Kaixinguo Kindergarten
511;2;360;ma an ling
511;3;360;Maanling
511;2;362;lu hui tou lu zhi xiao dong hai lu
511;3;362;Luhuitou Rd to Xiaodonghai Rd
511;2;363;G224
511;3;363;G224
