CID;TABCD;LCD;ALLOCATED
509;19;510;0
509;19;511;0
509;19;512;0
509;19;513;0
509;19;514;0
509;19;515;0
509;19;516;0
509;19;517;0
509;19;518;0
509;19;519;0
509;19;520;0
509;19;521;0
509;19;522;0
509;19;523;0
509;19;524;0
509;19;525;0
509;19;526;0
509;19;527;0
509;19;528;0
509;19;529;0
509;19;530;0
509;19;531;0
509;19;532;0
509;19;533;0
509;19;534;0
509;19;535;0
509;19;536;0
509;19;537;0
509;19;538;0
509;19;539;0
509;19;540;0
509;19;541;0
509;19;542;0
509;19;543;0
509;19;544;0
509;19;545;0
509;19;546;0
509;19;547;0
509;19;548;0
509;19;549;0
509;19;550;0
509;19;551;0
509;19;552;0
509;19;553;0
509;19;554;0
509;19;555;0
509;19;556;0
509;19;557;0
509;19;558;0
509;19;559;0
509;19;560;0
509;19;561;0
509;19;562;0
509;19;563;0
509;19;564;0
509;19;565;0
509;19;566;0
509;19;567;0
509;19;568;0
509;19;569;0
509;19;570;0
509;19;571;0
509;19;572;0
509;19;573;0
509;19;574;0
509;19;575;0
509;19;576;0
509;19;577;0
509;19;578;0
509;19;579;0
509;19;580;0
509;19;581;0
509;19;582;0
509;19;583;0
509;19;584;0
509;19;585;0
509;19;586;0
509;19;587;0
509;19;588;0
509;19;589;0
509;19;590;0
509;19;591;0
509;19;592;0
509;19;593;0
509;19;594;0
509;19;595;0
509;19;596;0
509;19;597;0
509;19;598;0
509;19;599;0
509;19;600;0
509;19;601;0
509;19;602;0
509;19;603;0
509;19;604;0
509;19;605;0
509;19;606;0
509;19;607;0
509;19;608;0
509;19;609;0
509;19;610;0
509;19;611;0
509;19;612;0
509;19;613;0
509;19;614;0
509;19;615;0
509;19;616;0
509;19;617;0
509;19;618;0
509;19;619;0
509;19;620;0
509;19;621;0
509;19;622;0
509;19;623;0
509;19;624;0
509;19;625;0
509;19;626;0
509;19;627;0
509;19;628;0
509;19;629;0
509;19;630;0
509;19;631;0
509;19;632;0
509;19;633;0
509;19;634;0
509;19;635;0
509;19;636;0
509;19;637;0
509;19;638;0
509;19;639;0
509;19;640;0
509;19;641;0
509;19;642;0
509;19;643;0
509;19;644;0
509;19;645;0
509;19;646;0
509;19;647;0
509;19;648;0
509;19;649;0
509;19;650;0
509;19;651;0
509;19;652;0
509;19;653;0
509;19;654;0
509;19;655;0
509;19;656;0
509;19;657;0
509;19;658;0
509;19;659;0
509;19;660;0
509;19;661;0
509;19;662;0
509;19;663;0
509;19;664;0
509;19;665;0
509;19;666;0
509;19;667;0
509;19;668;0
509;19;669;0
509;19;670;0
509;19;671;0
509;19;672;0
509;19;673;0
509;19;674;0
509;19;675;0
509;19;676;0
509;19;677;0
509;19;678;0
509;19;679;0
509;19;680;0
509;19;681;0
509;19;682;0
509;19;683;0
509;19;684;0
509;19;685;0
509;19;686;0
509;19;687;0
509;19;688;0
509;19;689;0
509;19;690;0
509;19;691;0
509;19;692;0
509;19;693;0
509;19;694;0
509;19;695;0
509;19;696;0
509;19;697;0
509;19;698;0
509;19;699;0
509;19;700;0
509;19;701;0
509;19;702;0
509;19;703;0
509;19;704;0
509;19;705;0
509;19;706;0
509;19;707;0
509;19;708;0
509;19;709;0
509;19;710;0
509;19;711;0
509;19;712;0
509;19;713;0
509;19;714;0
509;19;715;0
509;19;716;0
509;19;717;0
509;19;718;0
509;19;719;0
509;19;720;0
509;19;721;0
509;19;722;0
509;19;723;0
509;19;724;0
509;19;725;0
509;19;726;0
509;19;727;0
509;19;728;0
509;19;729;0
509;19;730;0
509;19;731;0
509;19;732;0
509;19;733;0
509;19;734;0
509;19;735;0
509;19;736;0
509;19;737;0
509;19;738;0
509;19;739;0
509;19;740;0
509;19;741;0
509;19;742;0
509;19;743;0
509;19;744;0
509;19;745;0
509;19;746;0
509;19;747;0
509;19;748;0
509;19;749;0
509;19;750;0
509;19;751;0
509;19;752;0
509;19;753;0
509;19;754;0
509;19;755;0
509;19;756;0
509;19;757;0
509;19;758;0
509;19;759;0
509;19;760;0
509;19;761;0
509;19;762;0
509;19;763;0
509;19;764;0
509;19;765;0
509;19;766;0
509;19;767;0
509;19;768;0
509;19;769;0
509;19;770;0
509;19;771;0
509;19;772;0
509;19;773;0
509;19;774;0
509;19;775;0
509;19;776;0
509;19;777;0
509;19;778;0
509;19;779;0
509;19;780;0
509;19;781;0
509;19;782;0
509;19;783;0
509;19;784;0
509;19;785;0
509;19;786;0
509;19;787;0
509;19;788;0
509;19;789;0
509;19;790;0
509;19;791;0
509;19;792;0
509;19;793;0
509;19;794;0
509;19;795;0
509;19;796;0
509;19;797;0
509;19;798;0
509;19;799;0
509;19;800;0
509;19;801;0
509;19;802;0
509;19;803;0
509;19;804;0
509;19;805;0
509;19;806;0
509;19;807;0
509;19;808;0
509;19;809;0
509;19;810;0
509;19;811;0
509;19;812;0
509;19;813;0
509;19;814;0
509;19;815;0
509;19;816;0
509;19;817;0
509;19;818;0
509;19;819;0
509;19;820;0
509;19;821;0
509;19;822;0
509;19;823;0
509;19;824;0
509;19;825;0
509;19;826;0
509;19;827;0
509;19;828;0
509;19;829;0
509;19;830;0
509;19;831;0
509;19;832;0
509;19;833;0
509;19;834;0
509;19;835;0
509;19;836;0
509;19;837;0
509;19;838;0
509;19;839;0
509;19;840;0
509;19;841;0
509;19;842;0
509;19;843;0
509;19;844;0
509;19;845;0
509;19;846;0
509;19;847;0
509;19;848;0
509;19;849;0
509;19;850;0
509;19;851;0
509;19;852;0
509;19;853;0
509;19;854;0
509;19;855;0
509;19;856;0
509;19;857;0
509;19;858;0
509;19;859;0
509;19;860;0
509;19;861;0
509;19;862;0
509;19;863;0
509;19;864;0
509;19;865;0
509;19;866;0
509;19;867;0
509;19;868;0
509;19;869;0
509;19;870;0
509;19;871;0
509;19;872;0
509;19;873;0
509;19;874;0
509;19;875;0
509;19;876;0
509;19;877;0
509;19;878;0
509;19;879;0
509;19;880;0
509;19;881;0
509;19;882;0
509;19;883;0
509;19;884;0
509;19;885;0
509;19;886;0
509;19;887;0
509;19;888;0
509;19;889;0
509;19;890;0
509;19;891;0
509;19;892;0
509;19;893;0
509;19;894;0
509;19;895;0
509;19;896;0
509;19;897;0
509;19;898;0
509;19;899;0
509;19;900;0
509;19;901;0
509;19;902;0
509;19;903;0
509;19;904;0
509;19;905;0
509;19;906;0
509;19;907;0
509;19;908;0
509;19;909;0
509;19;910;0
509;19;911;0
509;19;912;0
509;19;913;0
509;19;914;0
509;19;915;0
509;19;916;0
509;19;917;0
509;19;918;0
509;19;919;0
509;19;920;0
509;19;921;0
509;19;922;0
509;19;923;0
509;19;924;0
509;19;925;0
509;19;926;0
509;19;927;0
509;19;928;0
509;19;929;0
509;19;930;0
509;19;931;0
509;19;932;0
509;19;933;0
509;19;934;0
509;19;935;0
509;19;936;0
509;19;937;0
509;19;938;0
509;19;939;0
